Book-Id,ISBN,Book-Title,Book-Author,Publisher,Year-Of-Publication,categories,description,Image-URL-S,Image-URL-M,Image-URL-L
52,1400034779,The No. 1 Ladies' Detective Agency (Today Show Book Club #8),Alexander McCall Smith,Anchor,2003,Fiction,"Working in Gaborone, Botswana, Precious Ramotswe investigates several local mysteries, including a search for a missing boy and the case of the clinic doctor with different personalities for different days of the week.",http://images.amazon.com/images/P/1400034779.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1400034779.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1400034779.01.LZZZZZZZ.jpg
53,0767902521,A Walk in the Woods: Rediscovering America on the Appalachian Trail (Official Guides to the Appalachian Trail),Bill Bryson,Broadway Books,1999,Travel,"Traces the author's adventurous trek along the Appalachian Trail past its natural pleasures, human eccentrics, and offbeat comforts",http://images.amazon.com/images/P/0767902521.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0767902521.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0767902521.01.LZZZZZZZ.jpg
54,031227999X,Emotionally Weird: A Novel,Kate Atkinson,Picador USA,2001,Fiction,"Seeking refuge in the ancient, mouldering home of their ancestors on an island off the coast of Scotland, Effie and her mother, Nora, reveal the secrets of their lives and loves, past and present, to each other, in a hilarious novel about mothers, daughters, and love. Reprint. 25,000 first printing.",http://images.amazon.com/images/P/031227999X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/031227999X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/031227999X.01.LZZZZZZZ.jpg
55,0061030651,U.S.S. Seawolf,Patrick Robinson,HarperTorch,2001,Fiction,"Armed with stolen U.S. military technology, the Chinese are producing a frightening new breed of weaponry,led by the ICBM submarine Xia III -- a vessel that just might be able to launch a nuclear warhead across the Pacific Ocean and take out an American West Coast city. National Security Adviser Admiral Arnold Morgan can't let that happen, and he dispatches the most stealthy hunter-killer submarine in the U.S. fleet, the 9,000-ton ultrasecret Seawolf, deep into the dark, forbidden waters of the South China Sea. But then the unthinkable happens: Seawolf, collides with a Chinese destroyer and falls into enemy hands. A team of cunning Navy SEALs -- the biggest Special Forces assault group assembled since Vietnam -- is sent in to free the captive Seawolf, crew and bring them home. The American Eagle confronts the Chinese Dragon with the balance of world power on the line. Failure is not an option...",http://images.amazon.com/images/P/0061030651.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061030651.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061030651.01.LZZZZZZZ.jpg
56,0679772677,A Civil Action,JONATHAN HARR,Vintage,1996,Law,"A young Boston trial lawyer is drawn into a case involving two industrial chemical plants and a cluster of childhood leukemia victims that is to encompass nine difficult years and bring him to near bankruptcy. Reprint. 100,0000 first printing. Tour.",http://images.amazon.com/images/P/0679772677.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679772677.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679772677.01.LZZZZZZZ.jpg
57,0385491050,Surfacing,MARGARET ATWOOD,Anchor,1998,Fiction,"A woman searching for her missing father travels with her lover and another couple to a remote island in northern Quebec, where they encounter violence and death",http://images.amazon.com/images/P/0385491050.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385491050.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385491050.01.LZZZZZZZ.jpg
58,0394758285,The Big Sleep,Raymond Chandler,Vintage Books USA,1992,Fiction,"Philip Marlowe, a private eye who operates in Los Angeles's seamy underside during the 1930s, takes on his first case, which involves a paralyzed California millionaire, two psychotic daughters, blackmail, and murder",http://images.amazon.com/images/P/0394758285.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394758285.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394758285.01.LZZZZZZZ.jpg
59,0679729917,The Best of Roald Dahl,Roald Dahl,Vintage Books USA,1990,Fiction,Stories relate the macabre exploits of an assortment of comical and grotesque characters from all walks of life,http://images.amazon.com/images/P/0679729917.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679729917.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679729917.01.LZZZZZZZ.jpg
60,0345436911,The Dress Lodger (Ballantine Reader's Circle),Sheri Holman,Ballantine Books,2001,Fiction,"In a novel set in London during the Industrial Revolution, a prostitute borrows a blue dress to attract a higher class of client and is shadowed through the streets by an evil old woman hired by the dress' owner to keep an eye on her.",http://images.amazon.com/images/P/0345436911.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345436911.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345436911.01.LZZZZZZZ.jpg
61,0060929596,As Nature Made Him : The Boy Who Was Raised as a Girl,John Colapinto,Perennial,2001,Medical,Tells the story of a man whose botched circumcision as a baby and subsequent surgical alteration to a female was mistakenly used as an argument for the success of such procedures.,http://images.amazon.com/images/P/0060929596.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060929596.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060929596.01.LZZZZZZZ.jpg
62,0812565959,Shadow of the Hegemon (Ender Wiggins Saga (Paperback)),Orson Scott Card,Tor Books,2001,Fiction,"The War is over, won by Ender Wiggin and his team of brilliant child-warriors. The enemy is destroyed, the human race is saved. Ender himself refuses to return to the planet, but his crew has gone home to their families, scattered across the globe. The battle school is no more. But with the external threat gone, the Earth has become a battlefield once more. The children of the Battle School are more than heroes; they are potential weapons that can bring power to the countries that control them. One by one, all of Ender's Dragon Army are kidnapped. Only Bean escapes; and he turns for help to Ender's brother Peter. Peter Wiggin, Ender's older brother, has already been manipulating the politics of Earth from behind the scenes. With Bean's help, he will eventually rule the world. Shadow of the Hegemon is the second novel in Orson Scott Card's Shadow Series.",http://images.amazon.com/images/P/0812565959.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812565959.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812565959.01.LZZZZZZZ.jpg
63,0679731148,A Year in Provence,Peter Mayle,Vintage Books USA,1991,Provence (France),"A month-by-month account of the author's experience in the first year of restoring a two-centuries old stone farmhouse in back country Provence, France.",http://images.amazon.com/images/P/0679731148.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679731148.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679731148.01.LZZZZZZZ.jpg
64,0020518609,Short Stories of Ernest Hemingway (A Scribner classic),Ernest Hemingway,Simon &amp; Schuster,1987,Fiction,Forty-nine stories reflect much of the intensity of Hemingway's own life and environment,http://images.amazon.com/images/P/0020518609.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0020518609.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0020518609.01.LZZZZZZZ.jpg
65,0312423209,Mason &amp; Dixon,Thomas Pynchon,Picador,2004,Fiction,"The re-imagined story of Charles Mason and Jeremiah Dixon, the British surveyors best known for marking the Mason-Dixon line, features the mismatched pair as they are drawn into naval warfare, erotic and political conspiracies, and major caffeine abuse as they negotiate the perils of eighteenth-century America. Reprint",http://images.amazon.com/images/P/0312423209.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312423209.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312423209.01.LZZZZZZZ.jpg
66,0141180633,Vineland,Thomas Pynchon,Penguin Books,1997,Fiction,Zoyd Wheeler's old nemesis arrives in Vineland hoping to use Zoyd's daughter as a pawn to track down Zoyd's ex-wife,http://images.amazon.com/images/P/0141180633.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0141180633.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0141180633.01.LZZZZZZZ.jpg
67,0743203313,The Blackwater Lightship: A Novel,Colm Toibin,Scribner,2001,Fiction,"With AIDS about to claim a well-loved young man, three generations of his family are reunited at his bedside in Ireland, in a novel that explores the nature of love and the complex interrelationships among family members.",http://images.amazon.com/images/P/0743203313.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743203313.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743203313.01.LZZZZZZZ.jpg
68,0380727501,Notes from a Small Island,Bill Bryson,Perennial,1997,Travel,"""Suddenly, in the space of a moment, I realized what it was that I loved about Britain-which is to say, all of it."" After nearly two decades spent on British soil, Bill Bryson-bestsellingauthor of The Mother Tongue and Made in America-decided to returnto the United States. (""I had recently read,"" Bryson writes, ""that 3.7 million Americans believed that they had been abducted by aliens at one time or another,so it was clear that my people needed me."") But before departing, he set out ona grand farewell tour of the green and kindly island that had so long been his home. Veering from the ludicrous to the endearing and back again, Notes from a Small Island is a delightfully irreverent jaunt around the unparalleled floating nation that has produced zebra crossings, Shakespeare, Twiggie Winkie's Farm, and places with names like Farleigh Wallop and Titsey. The result is an uproarious social commentary that conveys the true glory of Britain, from the satiric pen of an unapologetic Anglophile. ""Suddenly, in the space of a moment, I realized what it was that I loved about Britain-which is to say, all of it."" After nearly two decades spent on British soil, Bill Bryson-bestselling author of ,i>The Mother Tongue and Made in America-decided to return to the United States. (""I had recently read,"" Bryson writes, ""that 3.7 million Americans believed that they had been abducted by aliens at one time or another, so it was clear that my people needed me."") But before departing, he set out on a grand farewell tour of the green and kindly island that had so long been his home. Veering from the ludicrous to the endearing and back again, Notes from a Small Island is a delightfully irreverent jaunt around the unparalleled floating nation that has produced zebra crossings, Shakespeare, Twiggie Winkie's Farm, and places with names like Farleigh Wallop and Titsey. The result is an uproarious social commentary that conveys the true glory of Britain, from the satiric pen of an unapologetic Anglophile.",http://images.amazon.com/images/P/0380727501.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380727501.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380727501.01.LZZZZZZZ.jpg
69,0312423799,Dry : A Memoir,Augusten Burroughs,Picador,2004,Biography & Autobiography,"From the bestselling author of Running with Scissors comes Dry—the hilarious, moving, and no less bizarre account of what happened next. You may not know it, but you've met Augusten Burroughs. You've seen him on the street, in bars, on the subway, at restaurants: a twenty-something guy, nice suit, works in advertising. Regular. Ordinary. But when the ordinary person had to drinks, Augusten was circling the drain by having twelve; when the ordinary person went home at midnight, Augusten never went home at all. Loud, distracting ties, automated wake-up calls, and cologne on the tongue could only hide so much for so long. At the request (well, it wasn't really a request) of his employers, Augusten landed in rehab, where his dreams of group therapy with Robert Downey, Jr., are immediately dashed by the grim reality of fluorescent lighting and paper hospital slippers. But when Augusten is forced to examine himself, something actually starts to click, and that's when he finds himself in the worst trouble of all. Because when his thirty days are up, he has to return to his same drunken Manhattan life—and live it sober. What follows is a memoir that's as moving as it is funny, as heartbreaking as it is real. Dry is the story of love, loss, and Starbucks as a higher power.",http://images.amazon.com/images/P/0312423799.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312423799.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312423799.01.LZZZZZZZ.jpg
70,0385494785,Into Thin Air : A Personal Account of the Mt. Everest Disaster,JON KRAKAUER,Anchor,1999,Biography & Autobiography,"The author describes his spring 1996 trek to Mt. Everest, a disastrous expedition that claimed the lives of eight climbers, and explains why he survived",http://images.amazon.com/images/P/0385494785.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385494785.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385494785.01.LZZZZZZZ.jpg
71,031215125X,The Far Pavilions,M. M. Kaye,St. Martin's Press,1997,Fiction,"A monumental, internationally best-selling novel set in nineteenth-century India weaves a vast tapestry of love, war, and adventure in the foothills of the towering Himalayas. Reprint.",http://images.amazon.com/images/P/031215125X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/031215125X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/031215125X.01.LZZZZZZZ.jpg
